GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000149483	11	61129473	61136981	4	2	838503	-0.40063	0.65565	TMEM138
ENSG00000187049	11	61159159	61166335	7	2	838503	-0.56331	0.71339	TMEM216
ENSG00000149532	11	61170121	61197503	23	3	838503	-0.71267	0.76197	CPSF7
ENSG00000256591	11	61196692	61253294	67	5	838503	-0.95399	0.82996	RP11-286N22.8
ENSG00000167985	11	61197514	61215001	20	2	838503	-0.84102	0.79983	SDHAF2
ENSG00000162148	11	61248592	61258403	24	4	838503	-0.51128	0.69542	PPP1R32
ENSG00000204950	11	61276272	61278482	5	1	838503	-0.48733	0.68699	LRRC10B
ENSG00000011347	11	61282785	61348620	66	7	838503	-0.15239	0.56056	SYT7
ENSG00000134780	11	61447905	61514473	105	15	838503	-1.0628	0.85606	DAGLA
ENSG00000124920	11	61520114	61555990	43	10	838503	-0.9429	0.82713	MYRF
ENSG00000134825	11	61535973	61560274	28	6	838503	-0.11909	0.5474	TMEM258
ENSG00000168496	11	61560109	61564716	4	2	838503	0.61263	0.27006	FEN1
ENSG00000134824	11	61560452	61634826	156	18	838503	-1.3311	0.90842	FADS2
ENSG00000149485	11	61567099	61596790	35	4	838503	-0.65601	0.74409	FADS1
ENSG00000221968	11	61640991	61659523	31	4	838503	-0.54613	0.70751	FADS3
ENSG00000167994	11	61664773	61687741	42	13	838503	-0.86095	0.80537	RAB3IL1
ENSG00000167995	11	61717293	61732987	56	12	838503	1.2078	0.11357	BEST1
ENSG00000167996	11	61727190	61735132	21	10	838503	-0.33706	0.63196	FTH1
ENSG00000269089	11	61735453	61736755	1	1	838503	-1.3839	0.9168	AP003733.1
ENSG00000149503	11	61891445	61920635	116	10	838503	0.034719	0.48615	INCENP
ENSG00000168515	11	61957688	61961011	9	3	838503	1.3721	0.085019	SCGB1D1
ENSG00000124939	11	61976140	61981408	8	3	838503	1.7041	0.044177	SCGB2A1
ENSG00000124935	11	62009682	62012280	7	4	838503	1.2621	0.10346	SCGB1D2
ENSG00000110484	11	62037627	62040628	4	2	838503	0.70808	0.23945	SCGB2A2
ENSG00000197745	11	62063754	62066536	9	3	838503	-0.15561	0.56183	SCGB1D4
ENSG00000162174	11	62104920	62160882	115	11	838503	-0.79184	0.78577	ASRGL1
ENSG00000149021	11	62172575	62190667	46	8	838503	0.054832	0.47814	SCGB1A1
ENSG00000124942	11	62201016	62323707	177	19	838503	-0.28046	0.61044	AHNAK
ENSG00000254772	11	62327073	62342401	20	3	838503	-0.074984	0.52989	EEF1G
ENSG00000255508	11	62327075	62359003	33	4	838503	-0.075812	0.53022	MIR3654
ENSG00000149016	11	62342517	62359649	13	3	838503	-0.034471	0.51375	TUT1
ENSG00000149480	11	62360686	62369312	9	2	838503	0.61316	0.26988	MTA2
ENSG00000149499	11	62369690	62380237	16	3	838503	-0.2826	0.61126	EML3
ENSG00000149489	11	62379194	62382592	6	2	838503	-0.10492	0.54178	ROM1
ENSG00000149541	11	62382768	62389647	3	1	838503	0.11213	0.45536	B3GAT3
ENSG00000089597	11	62392298	62414104	12	3	838503	-0.064689	0.52579	GANAB
ENSG00000185085	11	62414320	62420774	3	2	838503	-0.31779	0.62468	INTS5
ENSG00000255432	11	62417166	62432650	14	2	838503	-0.21367	0.5846	RP11-831H9.11
ENSG00000162194	11	62430287	62439727	12	2	838503	-0.088972	0.53545	C11orf48
ENSG00000214756	11	62432781	62435968	3	1	838503	-0.27149	0.60699	METTL12
ENSG00000204922	11	62437745	62441159	6	1	838503	0.087073	0.46531	C11orf83
ENSG00000162191	11	62443970	62446567	2	1	838503	-0.97451	0.8351	UBXN1
ENSG00000177363	11	62453874	62457371	3	1	838503	0.90005	0.18405	LRRN4CL
ENSG00000168000	11	62457747	62477317	22	2	838503	-0.25032	0.59883	BSCL2
ENSG00000234857	11	62457747	62494856	39	3	838503	-0.16798	0.5667	HNRNPUL2-BSCL2
ENSG00000214753	11	62480102	62494821	15	3	838503	-0.059066	0.52355	HNRNPUL2
ENSG00000162222	11	62495541	62507765	12	2	838503	-0.1917	0.57601	TTC9C
ENSG00000185670	11	62515791	62521660	6	2	838503	-0.49571	0.68995	ZBTB3
ENSG00000168002	11	62529016	62534182	4	2	838503	-0.64702	0.74119	POLR2G
ENSG00000162227	11	62538775	62554814	22	5	838503	-0.71997	0.76423	TAF6L
ENSG00000168569	11	62539101	62559493	27	6	838503	-0.67661	0.75067	TMEM223
ENSG00000185475	11	62554887	62557877	3	1	838503	0.26582	0.39519	TMEM179B
ENSG00000162231	11	62559595	62573774	9	4	838503	-0.40548	0.65744	NXF1
ENSG00000162236	11	62574369	62599560	39	3	838503	0.091809	0.46343	STX5
ENSG00000133316	11	62599814	62609281	26	3	838503	0.20026	0.42064	WDR74
ENSG00000168003	11	62623518	62656352	25	7	838503	0.081283	0.46761	SLC3A2
ENSG00000168539	11	62676151	62689279	20	5	838503	0.46483	0.32103	CHRM1
ENSG00000197901	11	62703857	62752455	93	12	838503	0.40488	0.34278	SLC22A6
ENSG00000149452	11	62756626	62783311	33	12	838503	-0.27205	0.60721	SLC22A8
ENSG00000197658	11	62847412	62911693	230	10	838503	-0.18916	0.57502	SLC22A24
ENSG00000184999	11	62905339	63137190	493	22	838503	0.65679	0.25566	SLC22A10
ENSG00000196600	11	62931248	62997124	181	10	838503	1.1034	0.13493	SLC22A25
ENSG00000149742	11	63137261	63177766	84	14	838503	-0.49687	0.69036	SLC22A9
ENSG00000168004	11	63228876	63258666	43	7	838503	-0.83411	0.79789	HRASLS5
ENSG00000133317	11	63273556	63284246	19	5	838503	-0.5766	0.7179	LGALS12
ENSG00000133321	11	63304281	63313934	3	2	838503	-1.5277	0.9367	RARRES3
ENSG00000133328	11	63320242	63330855	10	3	838503	-1.5381	0.93799	HRASLS2
ENSG00000176485	11	63340667	63384355	41	9	838503	-1.3565	0.91252	PLA2G16
ENSG00000184743	11	63391559	63439393	44	3	838503	-0.23692	0.59364	ATL3
ENSG00000133318	11	63448918	63527363	52	4	838503	-0.3862	0.65032	RTN3
ENSG00000168005	11	63580860	63595190	22	3	838503	-0.1027	0.5409	C11orf84
ENSG00000072518	11	63606400	63678491	81	6	838503	0.2701	0.39354	MARK2
ENSG00000167771	11	63678693	63684316	4	1	838503	1.0259	0.15246	RCOR2
ENSG00000110583	11	63706431	63724800	24	2	838503	0.14958	0.44055	NAA40
ENSG00000176340	11	63742079	63744015	2	1	838503	0.25874	0.39792	COX8A
ENSG00000256100	11	63742092	63755818	20	3	838503	0.17536	0.4304	AP000721.4
ENSG00000167770	11	63753325	63769283	21	3	838503	0.10601	0.45779	OTUB1
ENSG00000133315	11	63766030	63933578	317	49	838503	1.6072	0.054003	MACROD1
ENSG00000126500	11	63870660	63886645	43	10	838503	0.87566	0.19061	FLRT1
ENSG00000168439	11	63952744	63972015	38	9	838503	0.070002	0.4721	STIP1
ENSG00000149781	11	63974150	63991354	31	8	838503	0.7152	0.23724	FERMT3
ENSG00000149743	11	63991271	63993726	4	2	838503	0.55662	0.28889	TRPT1
ENSG00000149761	11	63993413	63998158	5	2	838503	-0.70827	0.76061	NUDT22
ENSG00000110011	11	63997750	64001758	5	2	838503	0.3166	0.37577	DNAJC4
ENSG00000173511	11	64002010	64006259	8	3	838503	-1.4396	0.92502	VEGFB
ENSG00000173486	11	64008475	64011604	2	1	838503	-0.9259	0.82275	FKBP2
ENSG00000173457	11	64011956	64014413	4	1	838503	0.6952	0.24347	PPP1R14B
ENSG00000149782	11	64018995	64036622	27	10	838503	0.61062	0.27073	PLCB3
ENSG00000002330	11	64037302	64052176	21	8	838503	-0.71613	0.76304	BAD
ENSG00000173264	11	64037534	64056972	24	9	838503	-0.021825	0.50871	GPR137
ENSG00000182450	11	64058774	64067503	8	2	838503	0.6465	0.25898	KCNK4
ENSG00000219435	11	64067863	64072242	7	3	838503	-0.66937	0.74837	TEX40
ENSG00000173153	11	64073044	64084215	11	4	838503	-0.53426	0.70342	ESRRA
ENSG00000173113	11	64083932	64085556	5	2	838503	0.80939	0.20914	TRMT112
ENSG00000126432	11	64085560	64089283	3	2	838503	0.66508	0.253	PRDX5
ENSG00000168071	11	64107695	64125006	39	7	838503	1.13	0.12924	CCDC88B
ENSG00000162302	11	64126620	64139687	22	3	838503	1.3434	0.089576	RPS6KA4
ENSG00000181908	11	64216546	64219126	3	2	838503	-0.10383	0.54135	AP003774.4
ENSG00000168065	11	64323098	64340347	18	3	838503	0.83249	0.20257	SLC22A11
ENSG00000197891	11	64358113	64369820	32	4	838503	2.0835	0.018604	SLC22A12
ENSG00000110076	11	64373646	64490660	116	9	838503	0.41363	0.33957	NRXN2
ENSG00000068831	11	64494383	64512928	18	3	838503	-1.299	0.90303	RASGRP2
ENSG00000068976	11	64513861	64527769	16	1	838503	-1.5435	0.93865	PYGM
ENSG00000168066	11	64532078	64546258	12	4	838503	0.015641	0.49376	SF1
ENSG00000168067	11	64556290	64570713	6	2	838503	-0.045879	0.5183	MAP4K2
ENSG00000133895	11	64570982	64578766	6	2	838503	0.34192	0.36621	MEN1
ENSG00000171219	11	64590859	64612041	33	4	838503	-0.81495	0.79245	CDC42BPG
ENSG00000110047	11	64619114	64655768	57	5	838503	1.1163	0.13215	EHD1
ENSG00000110046	11	64662007	64684722	33	3	838503	1.3433	0.089583	ATG2A
ENSG00000068971	11	64685025	64701945	29	5	838503	2.2877	0.011078	PPP2R5B
ENSG00000149735	11	64701943	64703360	3	2	838503	1.6906	0.045456	GPHA2
ENSG00000168070	11	64704989	64739557	73	7	838503	2.3578	0.009191	C11orf85
ENSG00000168062	11	64755415	64764517	17	6	838503	1.7192	0.042789	BATF2
ENSG00000213465	11	64781585	64789656	12	3	838503	1.5122	0.065242	ARL2
ENSG00000273003	11	64781654	64808042	66	9	838503	0.22323	0.41168	RP11-399J13.3
ENSG00000110025	11	64794880	64808044	40	5	838503	-0.033719	0.51345	SNX15
ENSG00000168061	11	64808373	64812300	11	3	838503	-0.60415	0.72713	SAC3D1
ENSG00000168060	11	64812290	64826021	13	4	838503	-0.081856	0.53262	NAALADL1
ENSG00000146670	11	64833772	64851636	27	7	838503	0.74483	0.22819	CDCA5
ENSG00000162300	11	64851695	64855870	1	1	838503	0.18937	0.4249	ZFPL1
ENSG00000187066	11	64852451	64856847	5	2	838503	1.1267	0.12995	TMEM262
ENSG00000149823	11	64856796	64879332	25	7	838503	1.2243	0.11043	VPS51
ENSG00000149809	11	64879317	64883856	8	2	838503	1.4983	0.067031	TM7SF2
ENSG00000174276	11	64883875	64885170	1	1	838503	1.2223	0.1108	ZNHIT2
ENSG00000149806	11	64888100	64889945	3	2	838503	-0.6974	0.75722	FAU
ENSG00000162298	11	64889252	64902004	14	5	838503	1.2335	0.1087	SYVN1
ENSG00000149792	11	64889655	64894843	6	3	838503	1.5035	0.066358	MRPL49
ENSG00000204710	11	64937625	64940715	1	1	838503	0.57425	0.2829	SPDYC
ENSG00000254614	11	64945077	64949305	7	2	838503	0.06781	0.47297	AP003068.23
ENSG00000014216	11	64948037	64979477	52	9	838503	0.27966	0.38987	CAPN1
ENSG00000014138	11	65029233	65073060	34	5	838503	-0.36646	0.64299	POLA2
ENSG00000149798	11	65082289	65089900	8	3	838503	1.0098	0.15629	CDC42EP2
ENSG00000133884	11	65101225	65120720	19	5	838503	1.2737	0.10138	DPF2
ENSG00000173825	11	65122238	65125084	4	2	838503	1.3744	0.084659	TIGD3
ENSG00000162241	11	65142663	65151172	9	4	838503	-0.14798	0.55882	SLC25A45
ENSG00000126391	11	65154070	65180996	25	5	838503	-0.57411	0.71705	FRMD8
ENSG00000173727	11	65222728	65234028	21	3	838503	1.4744	0.070185	AP000769.1
ENSG00000142186	11	65292548	65306175	15	5	838503	1.1001	0.13564	SCYL1
ENSG00000168056	11	65306276	65326401	17	5	838503	1.2658	0.10279	LTBP3
ENSG00000173465	11	65337901	65341413	5	2	838503	0.63708	0.26204	SSSCA1
ENSG00000176973	11	65339820	65341669	2	1	838503	0.51964	0.30166	FAM89B
ENSG00000173442	11	65343509	65360121	19	5	838503	1.2896	0.098589	EHBP1L1
ENSG00000269018	11	65358665	65359947	1	1	838503	1.2443	0.1067	AP001362.1
ENSG00000173338	11	65360326	65363467	3	2	838503	1.4259	0.076949	KCNK7
ENSG00000173327	11	65365226	65382853	27	6	838503	1.7569	0.03947	MAP3K11
ENSG00000197136	11	65383244	65404910	23	7	838503	2.0057	0.022444	PCNXL3
ENSG00000213445	11	65405568	65418401	19	7	838503	2.3579	0.0091897	SIPA1
ENSG00000173039	11	65421067	65430565	14	6	838503	2.1643	0.015221	RELA
ENSG00000172977	11	65479467	65487075	23	6	838503	2.4575	0.006996	KAT5
ENSG00000172922	11	65482367	65488418	14	4	838503	2.438	0.0073845	RNASEH2C
ENSG00000254470	11	65543364	65548273	10	4	838503	2.0859	0.018495	AP5B1
ENSG00000172818	11	65554493	65564690	24	7	838503	2.1959	0.014049	OVOL1
ENSG00000172757	11	65590493	65629497	69	13	838503	0.51946	0.30172	CFL1
ENSG00000172803	11	65601112	65624367	27	9	838503	0.32271	0.37346	SNX32
ENSG00000172732	11	65624597	65635124	18	2	838503	0.31617	0.37594	MUS81
ENSG00000172638	11	65633912	65641063	12	2	838503	-1.1407	0.873	EFEMP2
ENSG00000172543	11	65647280	65651212	8	4	838503	-0.31103	0.62211	CTSW
ENSG00000172500	11	65651212	65656010	8	2	838503	0.2922	0.38507	FIBP
ENSG00000175602	11	65657875	65659105	1	1	838503	-0.44544	0.672	CCDC85B
ENSG00000175592	11	65659520	65668044	20	5	838503	-0.22055	0.58728	FOSL1
ENSG00000175573	11	65684279	65686588	5	1	838503	0.50241	0.30769	C11orf68
ENSG00000175467	11	65729160	65747299	37	6	838503	-0.25615	0.60108	SART1
ENSG00000175376	11	65764016	65769647	21	4	838503	-0.67271	0.74943	EIF1AD
ENSG00000175334	11	65769550	65771620	8	3	838503	-0.37032	0.64443	BANF1
ENSG00000175315	11	65779312	65780976	2	1	838503	-0.46159	0.67781	CST6
ENSG00000175294	11	65784223	65793988	22	4	838503	-0.14902	0.55923	CATSPER1
ENSG00000175229	11	65809423	65816651	11	2	838503	-0.72093	0.76452	GAL3ST3
ENSG00000087365	11	65818200	65836779	27	4	838503	0.31167	0.37765	SF3B2
ENSG00000255038	11	65834748	65837090	4	2	838503	-0.36922	0.64402	RP11-1167A19.2
ENSG00000175115	11	65837834	66012218	247	18	838503	0.26401	0.39589	PACS1
ENSG00000174996	11	66024765	66035331	10	2	838503	0.95713	0.16925	KLC2
ENSG00000174903	11	66036004	66044963	12	3	838503	1.2088	0.11337	RAB1B
ENSG00000174871	11	66045661	66052772	4	2	838503	0.84936	0.19784	CNIH2
ENSG00000174851	11	66052051	66056641	3	1	838503	0.31229	0.37741	YIF1A
ENSG00000179292	11	66059341	66064135	4	2	838503	1.4817	0.069206	TMEM151A
ENSG00000174807	11	66081958	66084515	2	1	838503	0.294	0.38438	CD248
ENSG00000174791	11	66097713	66104311	16	4	838503	0.20827	0.41751	RIN1
ENSG00000174744	11	66104804	66112596	12	3	838503	0.58218	0.28022	BRMS1
ENSG00000174684	11	66112843	66115163	1	1	838503	1.0081	0.1567	B3GNT1
ENSG00000255468	11	66115421	66132275	31	4	838503	0.064755	0.47418	RP11-867G23.8
ENSG00000174669	11	66129992	66139685	17	3	838503	0.21339	0.41551	SLC29A2
ENSG00000174576	11	66188475	66194178	6	2	838503	-0.2708	0.60673	NPAS4
ENSG00000174547	11	66202546	66234209	26	7	838503	-0.052211	0.52082	MRPL11
ENSG00000174516	11	66234216	66244808	15	3	838503	0.51786	0.30228	PELI3
ENSG00000254986	11	66247484	66277130	50	4	838503	0.12267	0.45119	DPP3
ENSG00000256349	11	66276550	66301084	42	4	838503	0.0241	0.49039	CTD-3074O7.11
ENSG00000174483	11	66278077	66301098	38	4	838503	0.080688	0.46785	BBS1
ENSG00000174165	11	66288108	66313709	44	4	838503	0.11616	0.45376	ZDHHC24
ENSG00000174080	11	66330934	66336312	14	3	838503	0.10451	0.45838	CTSF
ENSG00000182791	11	66357640	66360554	3	2	838503	-0.53112	0.70233	CCDC87
ENSG00000173992	11	66360292	66373490	11	4	838503	0.96762	0.16662	CCS
ENSG00000239306	11	66384053	66394818	6	3	838503	0.97561	0.16463	RBM14
ENSG00000248643	11	66384097	66413940	23	7	838503	0.71295	0.23794	RBM14-RBM4
ENSG00000173933	11	66384097	66434153	39	11	838503	0.96857	0.16638	RBM4
ENSG00000173914	11	66432469	66445392	11	4	838503	0.17792	0.42939	RBM4B
ENSG00000173898	11	66452719	66496697	28	11	838503	-0.11487	0.54572	SPTBN2
ENSG00000173715	11	66511922	66610987	76	15	838503	-0.37095	0.64466	C11orf80
ENSG00000173653	11	66610306	66614017	5	3	838503	-0.33821	0.6324	RCE1
ENSG00000173599	11	66615704	66725847	170	21	838503	0.35704	0.36053	PC
ENSG00000173621	11	66624118	66627946	1	1	838503	0.35098	0.3628	LRFN4
ENSG00000173237	11	66742748	66744475	1	1	838503	0.90891	0.1817	C11orf86
ENSG00000173227	11	66774249	66818334	39	15	838503	-0.072824	0.52903	SYT12
ENSG00000173156	11	66824289	66839484	22	5	838503	-1.1066	0.86576	RHOD
ENSG00000173120	11	66886740	67025558	125	13	838503	-0.8806	0.81073	KDM2A
ENSG00000179038	11	66963391	66964638	1	1	838503	-1.1518	0.8753	AP001885.1
ENSG00000173020	11	67033881	67054027	22	6	838503	-0.74533	0.77197	ADRBK1
ENSG00000172932	11	67056018	67069956	17	5	838503	-0.022722	0.50906	ANKRD13D
ENSG00000172830	11	67070919	67080078	12	5	838503	-1.0845	0.86093	SSH3
ENSG00000175482	11	67118248	67124443	8	2	838503	-0.67582	0.75042	POLD4
ENSG00000175505	11	67131639	67141648	17	4	838503	-0.43688	0.6689	CLCF1
ENSG00000172613	11	67159176	67165881	12	4	838503	-1.5373	0.93789	RAD9A
ENSG00000172531	11	67165654	67188654	41	7	838503	-0.97195	0.83446	PPP1CA
ENSG00000175463	11	67171386	67177560	12	3	838503	-1.1143	0.86743	TBC1D10C
ENSG00000172508	11	67182439	67193078	18	5	838503	-1.2374	0.89204	CARNS1
ENSG00000175634	11	67195931	67202872	12	2	838503	-0.97345	0.83484	RPS6KB2
ENSG00000213402	11	67202981	67205538	3	1	838503	-1.3555	0.91237	PTPRCAP
ENSG00000172725	11	67205519	67211292	5	2	838503	-0.46976	0.68074	CORO1B
ENSG00000175514	11	67218772	67220200	1	1	838503	-2.8202	0.9976	GPR152
ENSG00000175544	11	67219877	67226699	11	4	838503	-1.4014	0.91945	CABP4
ENSG00000172663	11	67231824	67236743	2	1	838503	0.31929	0.37475	TMEM134
ENSG00000110711	11	67250512	67258574	11	3	838503	-0.71453	0.76255	AIP
ENSG00000110697	11	67259239	67273734	6	3	838503	0.74654	0.22767	PITPNM1
ENSG00000167791	11	67286383	67290899	4	2	838503	-1.6912	0.9546	CABP2
ENSG00000084207	11	67351066	67354131	8	2	838503	0.86351	0.19393	GSTP1
ENSG00000184224	11	67370351	67374177	8	3	838503	0.16517	0.43441	C11orf72
ENSG00000167792	11	67374323	67380006	4	2	838503	-0.16455	0.56535	NDUFV1
ENSG00000167799	11	67395409	67397401	4	2	838503	-0.32873	0.62882	NUDT8
ENSG00000167800	11	67398774	67407031	26	4	838503	-0.19272	0.57641	TBX10
ENSG00000132744	11	67410026	67418130	21	3	838503	2.2039	0.013764	ACY3
ENSG00000132746	11	67429633	67448671	42	4	838503	2.0124	0.022089	ALDH3B2
ENSG00000110057	11	67758575	67772452	23	5	838503	2.0562	0.019882	UNC93B1
ENSG00000006534	11	67776048	67796744	51	6	838503	0.42198	0.33652	ALDH3B1
ENSG00000110717	11	67798084	67804111	11	4	838503	-1.3574	0.91267	NDUFS8
ENSG00000110719	11	67806483	67818362	16	5	838503	0.36394	0.35795	TCIRG1
ENSG00000110721	11	67820326	67888911	64	8	838503	0.18786	0.42549	CHKA
ENSG00000110066	11	67922330	67981295	76	8	838503	-2.1934	0.98586	SUV420H1
ENSG00000171067	11	68028803	68039469	14	4	838503	0.27513	0.39161	C11orf24
ENSG00000162337	11	68080077	68216743	250	27	838503	0.1106	0.45597	LRP5
ENSG00000110075	11	68228186	68382802	248	14	838503	-0.40972	0.65899	PPP6R3
ENSG00000069482	11	68451247	68458643	10	3	838503	-0.64551	0.7407	GAL
ENSG00000132749	11	68474908	68519032	65	6	838503	0.34103	0.36654	MTL5
ENSG00000110090	11	68522088	68611878	155	19	838503	1.6623	0.048222	CPT1A
ENSG00000197345	11	68658744	68671303	32	7	838503	0.04724	0.48116	MRPL21
ENSG00000132740	11	68671310	68708070	109	13	838503	0.86484	0.19356	IGHMBP2
ENSG00000172938	11	68747490	68748455	1	1	838503	0.86799	0.1927	MRGPRD
ENSG00000172935	11	68771863	68780877	15	5	838503	-0.46701	0.67975	MRGPRF
ENSG00000162341	11	68816365	68858072	116	7	838503	0.335	0.36881	TPCN2
ENSG00000172927	11	69061605	69182494	157	24	838503	0.034725	0.48615	MYEOV
ENSG00000110092	11	69455855	69469242	21	5	838503	2.338	0.0096931	CCND1
ENSG00000149716	11	69467844	69490184	27	4	838503	0.36445	0.35776	ORAOV1
ENSG00000162344	11	69513000	69519410	1	1	838503	-2.3189	0.9898	FGF19
ENSG00000268351	11	69587254	69587718	1	1	838503	0.66946	0.2516	AP001888.1
ENSG00000075388	11	69587797	69590171	6	2	838503	2.3547	0.0092693	FGF4
ENSG00000186895	11	69624992	69633792	38	6	838503	-0.051522	0.52055	FGF3
ENSG00000131620	11	69924408	70035634	359	53	838503	-1.5828	0.94327	ANO1
ENSG00000168040	11	70049269	70053496	5	1	838503	-0.99654	0.8405	FADD
ENSG00000131626	11	70116806	70230509	192	5	838503	-0.047629	0.51899	PPFIA1
ENSG00000085733	11	70244510	70282690	57	4	838503	0.86804	0.19269	CTTN
ENSG00000162105	11	70313961	70963623	1452	165	838503	1.0041	0.15766	SHANK2
ENSG00000172893	11	71139239	71163914	53	5	838503	1.3717	0.085081	DHCR7
ENSG00000172890	11	71164155	71235153	190	11	838503	0.53691	0.29566	NADSYN1
ENSG00000244411	11	71238313	71239210	1	1	838503	-0.63014	0.7357	KRTAP5-7
ENSG00000241233	11	71249071	71250253	1	1	838503	-0.1751	0.5695	KRTAP5-8
ENSG00000254997	11	71259466	71260653	6	2	838503	-0.24373	0.59628	KRTAP5-9
ENSG00000204572	11	71276609	71279980	14	1	838503	-0.71837	0.76373	KRTAP5-10
ENSG00000158483	11	71498556	71512282	1	1	838503	0.5654	0.2859	FAM86C1
ENSG00000254469	11	71576555	71639700	202	5	838503	0.30701	0.37942	RP11-849H4.2
ENSG00000137522	11	71639747	71708643	148	7	838503	0.023628	0.49057	RNF121
ENSG00000137496	11	71709587	71716761	16	4	838503	-0.18174	0.5721	IL18BP
ENSG00000137497	11	71713910	71791739	138	8	838503	0.05777	0.47697	NUMA1
ENSG00000184154	11	71791382	71821828	47	3	838503	0.023519	0.49062	LRTOMT
ENSG00000149357	11	71796941	71814433	25	3	838503	0.054963	0.47808	LAMTOR1
ENSG00000110200	11	71817424	71823826	7	1	838503	-0.077439	0.53086	ANAPC15
ENSG00000110203	11	71825915	71850936	77	8	838503	-0.52206	0.69918	FOLR3
ENSG00000110195	11	71900602	71907345	15	4	838503	0.39325	0.34707	FOLR1
ENSG00000165457	11	71927645	71932994	7	3	838503	-0.46033	0.67736	FOLR2
ENSG00000165458	11	71934745	71950149	28	8	838503	-0.71357	0.76225	INPPL1
ENSG00000165462	11	71950121	71956708	5	2	838503	0.38728	0.34928	PHOX2A
ENSG00000162129	11	72003469	72145692	217	16	838503	-0.74774	0.77269	CLPB
ENSG00000186642	11	72287185	72385635	246	30	838503	0.47615	0.31698	PDE2A
ENSG00000186635	11	72396114	72504644	249	23	838503	-0.81661	0.79292	ARAP1
ENSG00000214530	11	72465774	72504726	70	9	838503	-0.68567	0.75354	STARD10
ENSG00000168010	11	72525353	72554719	33	12	838503	1.0211	0.15361	ATG16L2
ENSG00000137478	11	72547790	72853306	330	24	838503	0.72794	0.23332	FCHSD2
ENSG00000175591	11	72929343	72947397	24	7	838503	-1.0334	0.84929	P2RY2
ENSG00000171631	11	72975550	73009662	51	4	838503	0.55966	0.28786	P2RY6
ENSG00000110237	11	73019334	73080136	137	11	838503	1.208	0.11353	ARHGEF17
ENSG00000054967	11	73087309	73108519	39	6	838503	1.7922	0.036551	RELT
ENSG00000054965	11	73111532	73309234	335	22	838503	0.61473	0.26937	FAM168A
ENSG00000021300	11	73357223	73373864	54	12	838503	0.043447	0.48267	PLEKHB1
ENSG00000175582	11	73386683	73472182	191	20	838503	0.12246	0.45127	RAB6A
ENSG00000175581	11	73498361	73576178	241	18	838503	1.0287	0.15181	MRPL48
ENSG00000181924	11	73583712	73588033	8	3	838503	1.3042	0.096088	COA4
ENSG00000175575	11	73587744	73638790	117	12	838503	1.3086	0.095333	PAAF1
ENSG00000187726	11	73661364	73681411	69	13	838503	0.21922	0.41324	DNAJB13
ENSG00000175567	11	73685712	73694352	13	2	838503	-0.92424	0.82232	UCP2
ENSG00000175564	11	73711326	73720480	27	6	838503	-1.6087	0.94616	UCP3
ENSG00000168014	11	73723763	73882255	319	24	838503	-1.6231	0.94772	C2CD3
ENSG00000214517	11	73882144	73965748	141	8	838503	-1.1499	0.87491	PPME1
ENSG00000149380	11	73946846	74022702	173	17	838503	-0.039423	0.51572	P4HA3
ENSG00000165434	11	74041363	74109518	158	14	838503	-1.5452	0.93885	PGM2L1
ENSG00000175538	11	74165886	74178774	29	6	838503	0.51643	0.30278	KCNE3
ENSG00000175536	11	74202757	74204778	5	2	838503	-1.1732	0.87964	LIPT2
ENSG00000077514	11	74204896	74380162	545	37	838503	0.37771	0.35282	POLD3
ENSG00000054938	11	74407474	74442430	54	13	838503	0.42508	0.33539	CHRDL2
ENSG00000166439	11	74459913	74553458	131	10	838503	1.0904	0.13778	RNF169
ENSG00000166435	11	74518784	74660245	170	16	838503	1.0191	0.15407	XRRA1
ENSG00000118363	11	74660292	74690076	41	5	838503	0.39185	0.34758	SPCS2
ENSG00000162139	11	74699179	74729938	44	9	838503	0.27247	0.39263	NEU3
ENSG00000137491	11	74811608	74917594	284	22	838503	0.050135	0.48001	SLCO2B1
ENSG00000261594	11	74951950	74954742	3	1	838503	0.15004	0.44037	TPBGL
ENSG00000137486	11	74975226	75062873	154	31	838503	1.3032	0.096254	ARRB1
ENSG00000149273	11	75110530	75133324	31	8	838503	1.2885	0.098793	RPS3
ENSG00000149243	11	75133438	75141674	4	2	838503	0.67419	0.25009	KLHL35
ENSG00000158555	11	75145685	75236948	192	19	838503	3.0272	0.001234	GDPD5
ENSG00000149257	11	75273101	75283828	31	4	838503	-0.080868	0.53223	SERPINH1
ENSG00000171533	11	75297963	75380165	116	11	838503	0.28541	0.38767	MAP6
ENSG00000166391	11	75428864	75444003	25	5	838503	-0.32037	0.62565	MOGAT2
ENSG00000062282	11	75470557	75512579	27	2	838503	0.39813	0.34527	DGAT2
ENSG00000198382	11	75526212	75854239	410	18	838503	0.26851	0.39415	UVRAG
ENSG00000085741	11	75897369	75921780	70	14	838503	0.87031	0.19207	WNT11
ENSG00000137492	11	76061000	76092015	48	11	838503	0.73009	0.23267	PRKRIR
ENSG00000179240	11	76092357	76125663	98	14	838503	0.49156	0.31151	RP11-111M22.2
ENSG00000158636	11	76155967	76264069	184	21	838503	-0.83896	0.79925	C11orf30
ENSG00000137507	11	76368568	76381791	19	7	838503	-0.11942	0.54753	LRRC32
ENSG00000182704	11	76493295	76509198	32	6	838503	1.6239	0.052197	TSKU
ENSG00000078124	11	76571911	76737841	374	10	838503	1.5267	0.063413	ACER3
