#HSPC_H3K27Ac_peaks Enhancers
#Created from /broad/sankaranlab/xliao/MPN/HSPC_H3K27Ac/Jianxu/rose_o/HSPC_H3K27Ac_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HSPC_H3K27Ac.no_duplicates.bam
#Using cutoff of 9730.1403 for Super-Enhancers
#Created on Sep 29 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HSPC_H3K27Ac.no_duplicates.bam	enhancerRank	isSuper
9_HSPC_H3K27Ac_peak_33801_lociStitched	chr19	42772106	42785911	9	3219	16542.5315	506	1
5_HSPC_H3K27Ac_peak_62491_lociStitched	chr7	134835367	134852878	5	2529	16509.3708	507	1
9_HSPC_H3K27Ac_peak_53972_lociStitched	chr5	118747488	118775347	9	5415	16478.5985	508	1
6_HSPC_H3K27Ac_peak_4673_lociStitched	chr1	160673368	160696744	6	3074	16454.3664	509	1
9_HSPC_H3K27Ac_peak_54851_lociStitched	chr5	150574931	150595346	9	3790	16452.4485	510	1
5_HSPC_H3K27Ac_peak_68599_lociStitched	chr9	132090816	132114396	5	3006	16447.05	511	1
7_HSPC_H3K27Ac_peak_380_lociStitched	chr1	9142348	9161622	7	3091	16429.1576	512	1
4_HSPC_H3K27Ac_peak_4054_lociStitched	chr1	149824288	149839172	4	3041	16409.61	513	1
7_HSPC_H3K27Ac_peak_11268_lociStitched	chr11	36111812	36132076	7	2621	16405.7344	514	1
7_HSPC_H3K27Ac_peak_1163_lociStitched	chr1	26946484	26974900	7	3708	16384.6656	515	1
6_HSPC_H3K27Ac_peak_31113_lociStitched	chr18	46571848	46582762	6	3052	16372.0914	516	1
3_HSPC_H3K27Ac_peak_8173_lociStitched	chr10	42596736	42600474	3	3038	16347.7692	517	1
9_HSPC_H3K27Ac_peak_16748_lociStitched	chr12	111607915	111635621	9	3883	16343.7694	518	1
8_HSPC_H3K27Ac_peak_36696_lociStitched	chr2	70202693	70238228	8	3521	16342.5465	519	1
4_HSPC_H3K27Ac_peak_23849_lociStitched	chr16	374679	391082	4	3065	16342.3089	520	1
7_HSPC_H3K27Ac_peak_8900_lociStitched	chr10	75608706	75627522	7	3362	16341.696	521	1
5_HSPC_H3K27Ac_peak_42698_lociStitched	chr21	36387060	36402163	5	2498	16339.9357	522	1
8_HSPC_H3K27Ac_peak_36828_lociStitched	chr2	74251373	74265354	8	3135	16332.6042	523	1
5_HSPC_H3K27Ac_peak_26454_lociStitched	chr16	89002680	89025276	5	3470	16316.5716	524	1
6_HSPC_H3K27Ac_peak_44164_lociStitched	chr22	37696423	37705754	6	2519	16306.8556	525	1
8_HSPC_H3K27Ac_peak_42616_lociStitched	chr21	34733972	34766476	8	3847	16300.756	526	1
6_HSPC_H3K27Ac_peak_54199_lociStitched	chr5	131755729	131773927	6	2855	16294.4892	527	1
4_HSPC_H3K27Ac_peak_64385_lociStitched	chr8	66858005	66864876	4	2603	16289.7668	528	1
8_HSPC_H3K27Ac_peak_52363_lociStitched	chr5	14574390	14607985	8	6101	16286.856	529	1
15_HSPC_H3K27Ac_peak_4744_lociStitched	chr1	161409636	161441297	15	4875	16283.2523	530	1
6_HSPC_H3K27Ac_peak_27533_lociStitched	chr17	22245918	22261628	6	1958	16280.273	531	1
4_HSPC_H3K27Ac_peak_8769_lociStitched	chr10	73472910	73489260	4	3787	16273.155	532	1
8_HSPC_H3K27Ac_peak_41988_lociStitched	chr20	52445378	52489028	8	3562	16211.61	533	1
7_HSPC_H3K27Ac_peak_25924_lociStitched	chr16	70762034	70785849	7	3099	16203.726	534	1
3_HSPC_H3K27Ac_peak_22187_lociStitched	chr15	55559108	55575796	3	3305	16170.672	535	1
7_HSPC_H3K27Ac_peak_24594_lociStitched	chr16	17542600	17569144	7	3823	16165.296	536	1
5_HSPC_H3K27Ac_peak_59272_lociStitched	chr6	156474616	156489537	5	2887	16154.9667	537	1
5_HSPC_H3K27Ac_peak_9900_lociStitched	chr10	112610959	112624881	5	2535	16139.7746	538	1
6_HSPC_H3K27Ac_peak_8718_lociStitched	chr10	72318875	72352725	6	3384	16136.295	539	1
6_HSPC_H3K27Ac_peak_48791_lociStitched	chr3	182928375	182963424	6	4014	16105.0155	540	1
10_HSPC_H3K27Ac_peak_65650_lociStitched	chr8	134221891	134259025	10	3934	16086.4488	541	1
7_HSPC_H3K27Ac_peak_68185_lociStitched	chr9	124247771	124274472	7	4721	16057.9814	542	1
6_HSPC_H3K27Ac_peak_19257_lociStitched	chr14	23019318	23037954	6	2438	16043.7324	543	1
10_HSPC_H3K27Ac_peak_52304_lociStitched	chr5	10577971	10609153	10	4386	16033.7844	544	1
5_HSPC_H3K27Ac_peak_22497_lociStitched	chr15	65169805	65197839	5	3290	16029.8412	545	1
7_HSPC_H3K27Ac_peak_39007_lociStitched	chr2	182164890	182174750	7	2614	16004.752	546	1
3_HSPC_H3K27Ac_peak_24356_lociStitched	chr16	11590352	11601117	3	3178	15990.331	547	1
6_HSPC_H3K27Ac_peak_26813_lociStitched	chr17	4383565	4413498	6	4752	15972.2488	548	1
10_HSPC_H3K27Ac_peak_64046_lociStitched	chr8	48280178	48295786	10	3011	15968.5448	549	1
5_HSPC_H3K27Ac_peak_52187_lociStitched	chr5	1104135	1108977	5	2293	15939.864	550	1
13_HSPC_H3K27Ac_peak_69248_lociStitched	chrUn_gl000225	6129	92911	13	4577	15933.1752	551	1
7_HSPC_H3K27Ac_peak_26210_lociStitched	chr16	84631391	84643093	7	3408	15928.7624	552	1
3_HSPC_H3K27Ac_peak_60544_lociStitched	chr7	37381875	37395636	3	2360	15915.9726	553	1
7_HSPC_H3K27Ac_peak_25776_lociStitched	chr16	68018686	68048193	7	5340	15913.1251	554	1
10_HSPC_H3K27Ac_peak_49097_lociStitched	chr3	193543464	193597497	10	3871	15907.3152	555	1
7_HSPC_H3K27Ac_peak_6586_lociStitched	chr1	230404431	230416966	7	2744	15865.5495	556	1
6_HSPC_H3K27Ac_peak_3597_lociStitched	chr1	117039289	117058615	6	2694	15864.7134	557	1
6_HSPC_H3K27Ac_peak_21569_lociStitched	chr15	32864249	32887934	6	2799	15859.476	558	1
4_HSPC_H3K27Ac_peak_55812_lociStitched	chr6	7042062	7058742	4	3561	15834.324	559	1
5_HSPC_H3K27Ac_peak_55765_lociStitched	chr6	6654448	6661239	5	2027	15805.3734	560	1
5_HSPC_H3K27Ac_peak_32762_lociStitched	chr19	15946575	15956574	5	2696	15759.4239	561	1
6_HSPC_H3K27Ac_peak_41789_lociStitched	chr20	47463248	47489957	6	1772	15755.6391	562	1
7_HSPC_H3K27Ac_peak_44072_lociStitched	chr22	36724951	36731568	7	2121	15743.8281	563	1
4_HSPC_H3K27Ac_peak_13910_lociStitched	chr12	739569	760653	4	2523	15741.3144	564	1
6_HSPC_H3K27Ac_peak_35302_lociStitched	chr2	25498432	25518610	6	4044	15712.6086	565	1
5_HSPC_H3K27Ac_peak_49565_lociStitched	chr4	5034741	5047565	5	2801	15696.576	566	1
4_HSPC_H3K27Ac_peak_21717_lociStitched	chr15	40616161	40627391	4	1994	15638.898	567	1
3_HSPC_H3K27Ac_peak_42165_lociStitched	chr20	61200086	61213343	3	1844	15630.003	568	1
8_HSPC_H3K27Ac_peak_44088_lociStitched	chr22	36795273	36822673	8	3940	15609.78	569	1
5_HSPC_H3K27Ac_peak_31868_lociStitched	chr19	2599191	2637417	5	1893	15523.5786	570	1
8_HSPC_H3K27Ac_peak_66933_lociStitched	chr9	73012545	73036240	8	4797	15522.5945	571	1
6_HSPC_H3K27Ac_peak_56460_lociStitched	chr6	25165901	25181630	6	2817	15510.3669	572	1
6_HSPC_H3K27Ac_peak_68259_lociStitched	chr9	126067280	126102901	6	3769	15473.7624	573	1
7_HSPC_H3K27Ac_peak_42892_lociStitched	chr21	40465678	40507861	7	3523	15422.1048	574	1
6_HSPC_H3K27Ac_peak_42833_lociStitched	chr21	39839612	39849260	6	2545	15413.6448	575	1
8_HSPC_H3K27Ac_peak_62579_lociStitched	chr7	138763736	138789617	8	2833	15399.195	576	1
5_HSPC_H3K27Ac_peak_16990_lociStitched	chr12	120662917	120676418	5	2690	15370.8885	577	1
7_HSPC_H3K27Ac_peak_42048_lociStitched	chr20	56025742	56056684	7	3456	15362.703	578	1
7_HSPC_H3K27Ac_peak_55595_lociStitched	chr6	2706909	2741080	7	3643	15308.608	579	1
2_HSPC_H3K27Ac_peak_9688_lociStitched	chr10	103864404	103878091	2	1630	15306.1721	580	1
5_HSPC_H3K27Ac_peak_22286_lociStitched	chr15	58765186	58777999	5	3811	15298.722	581	1
7_HSPC_H3K27Ac_peak_54463_lociStitched	chr5	139069138	139091737	7	3792	15292.7433	582	1
10_HSPC_H3K27Ac_peak_18149_lociStitched	chr13	46868887	46895814	10	4836	15281.0725	583	1
4_HSPC_H3K27Ac_peak_44629_lociStitched	chr22	45621225	45631371	4	2682	15273.7884	584	1
5_HSPC_H3K27Ac_peak_54203_lociStitched	chr5	131791581	131803053	5	3542	15268.0848	585	1
4_HSPC_H3K27Ac_peak_515_lociStitched	chr1	11857718	11875786	4	2954	15193.3812	586	1
6_HSPC_H3K27Ac_peak_24348_lociStitched	chr16	11502388	11518448	6	3508	15183.124	587	1
8_HSPC_H3K27Ac_peak_6274_lociStitched	chr1	221880048	221899877	8	2836	15175.1337	588	1
7_HSPC_H3K27Ac_peak_54080_lociStitched	chr5	126082617	126095014	7	2805	15173.928	589	1
8_HSPC_H3K27Ac_peak_23530_lociStitched	chr15	91796022	91809157	8	3660	15157.79	590	1
4_HSPC_H3K27Ac_peak_56168_lociStitched	chr6	15404317	15422152	4	1985	15141.915	591	1
5_HSPC_H3K27Ac_peak_58863_lociStitched	chr6	139644837	139665271	5	2432	15129.3336	592	1
7_HSPC_H3K27Ac_peak_642_lociStitched	chr1	16263558	16293143	7	2993	15064.682	593	1
10_HSPC_H3K27Ac_peak_15312_lociStitched	chr12	50926343	50967315	10	3424	15053.1128	594	1
5_HSPC_H3K27Ac_peak_16925_lociStitched	chr12	117463576	117484418	5	3437	15047.924	595	1
6_HSPC_H3K27Ac_peak_65812_lociStitched	chr8	142401709	142425691	6	3261	14995.9446	596	1
10_HSPC_H3K27Ac_peak_30298_lociStitched	chr18	2959958	2995233	10	3508	14995.4025	597	1
8_HSPC_H3K27Ac_peak_49126_lociStitched	chr3	193963918	193989496	8	3091	14981.0346	598	1
4_HSPC_H3K27Ac_peak_27338_lociStitched	chr17	17742881	17754115	4	2076	14968.1816	599	1
6_HSPC_H3K27Ac_peak_30131_lociStitched	chr17	80250113	80273065	6	3313	14966.9992	600	1
4_HSPC_H3K27Ac_peak_9592_lociStitched	chr10	101280316	101297141	4	2659	14945.6475	601	1
8_HSPC_H3K27Ac_peak_29852_lociStitched	chr17	76309829	76349430	8	3421	14937.4972	602	1
9_HSPC_H3K27Ac_peak_60478_lociStitched	chr7	36202979	36257164	9	3565	14917.1305	603	1
6_HSPC_H3K27Ac_peak_28859_lociStitched	chr17	54367755	54390221	6	3930	14892.7114	604	1
4_HSPC_H3K27Ac_peak_44666_lociStitched	chr22	46464871	46468539	4	2224	14868.9716	605	1
8_HSPC_H3K27Ac_peak_775_lociStitched	chr1	19438798	19467452	8	3076	14868.5606	606	1
8_HSPC_H3K27Ac_peak_64787_lociStitched	chr8	96100147	96143457	8	3036	14863.992	607	1
9_HSPC_H3K27Ac_peak_41973_lociStitched	chr20	52294076	52325741	9	3916	14857.218	608	1
6_HSPC_H3K27Ac_peak_54841_lociStitched	chr5	150465945	150481618	6	2250	14845.4656	609	1
8_HSPC_H3K27Ac_peak_37567_lociStitched	chr2	106776428	106806139	8	3412	14796.078	610	1
8_HSPC_H3K27Ac_peak_44325_lociStitched	chr22	39858786	39892844	8	3592	14777.7662	611	1
5_HSPC_H3K27Ac_peak_28402_lociStitched	chr17	41428560	41447160	5	3817	14777.7	612	1
6_HSPC_H3K27Ac_peak_9079_lociStitched	chr10	80936858	80960155	6	2083	14772.6277	613	1
4_HSPC_H3K27Ac_peak_35883_lociStitched	chr2	43358426	43361944	4	2240	14761.528	614	1
3_HSPC_H3K27Ac_peak_31837_lociStitched	chr19	2288559	2302804	3	2548	14753.5465	615	1
8_HSPC_H3K27Ac_peak_44098_lociStitched	chr22	36848099	36864781	8	2736	14750.2244	616	1
8_HSPC_H3K27Ac_peak_52629_lociStitched	chr5	39256403	39283562	8	3282	14741.9052	617	1
7_HSPC_H3K27Ac_peak_39542_lociStitched	chr2	208000243	208016146	7	3821	14734.1295	618	1
5_HSPC_H3K27Ac_peak_48606_lociStitched	chr3	171779994	171805917	5	1939	14721.6717	619	1
6_HSPC_H3K27Ac_peak_46885_lociStitched	chr3	87829749	87862084	6	2439	14699.491	620	1
6_HSPC_H3K27Ac_peak_64023_lociStitched	chr8	43822244	43838777	6	2034	14682.9573	621	1
8_HSPC_H3K27Ac_peak_982_lociStitched	chr1	24214568	24246965	8	2553	14666.1219	622	1
4_HSPC_H3K27Ac_peak_15243_lociStitched	chr12	49616524	49628826	4	2053	14650.4518	623	1
7_HSPC_H3K27Ac_peak_48371_lociStitched	chr3	159561792	159579715	7	2856	14634.1295	624	1
3_HSPC_H3K27Ac_peak_37817_lociStitched	chr2	113588820	113599082	3	2575	14633.612	625	1
6_HSPC_H3K27Ac_peak_56344_lociStitched	chr6	20404459	20418982	6	2026	14579.6397	626	1
6_HSPC_H3K27Ac_peak_63130_lociStitched	chr7	158595773	158616467	6	2129	14574.7842	627	1
3_HSPC_H3K27Ac_peak_25901_lociStitched	chr16	70461709	70464873	3	2323	14547.4392	628	1
3_HSPC_H3K27Ac_peak_29888_lociStitched	chr17	76871265	76887445	3	3410	14547.438	629	1
6_HSPC_H3K27Ac_peak_14454_lociStitched	chr12	11819677	11846549	6	1640	14537.752	630	1
4_HSPC_H3K27Ac_peak_22785_lociStitched	chr15	72519628	72530569	4	3378	14536.2126	631	1
5_HSPC_H3K27Ac_peak_49180_lociStitched	chr3	194814652	194845640	5	2812	14517.878	632	1
6_HSPC_H3K27Ac_peak_5999_lociStitched	chr1	207482299	207510246	6	3319	14512.8771	633	1
5_HSPC_H3K27Ac_peak_69108_lociStitched	chr9	140189375	140221804	5	3980	14495.763	634	1
5_HSPC_H3K27Ac_peak_17175_lociStitched	chr12	123372950	123402860	5	3359	14476.44	635	1
7_HSPC_H3K27Ac_peak_52078_lociStitched	chr4	185585594	185607591	7	2844	14471.8263	636	1
7_HSPC_H3K27Ac_peak_63111_lociStitched	chr7	157182458	157196698	7	2360	14464.992	637	1
4_HSPC_H3K27Ac_peak_26272_lociStitched	chr16	85404168	85416322	4	1066	14453.5368	638	1
6_HSPC_H3K27Ac_peak_7157_lociStitched	chr1	249086058	249111907	6	3521	14449.591	639	1
4_HSPC_H3K27Ac_peak_65389_lociStitched	chr8	125539395	125558399	4	2860	14446.8408	640	1
2_HSPC_H3K27Ac_peak_52724_lociStitched	chr5	43064526	43075840	2	3410	14437.7954	641	1
5_HSPC_H3K27Ac_peak_27804_lociStitched	chr17	29635146	29646219	5	2574	14421.4752	642	1
8_HSPC_H3K27Ac_peak_14564_lociStitched	chr12	13296936	13332932	8	3952	14419.9976	643	1
9_HSPC_H3K27Ac_peak_10839_lociStitched	chr11	10602625	10645033	9	3714	14418.72	644	1
5_HSPC_H3K27Ac_peak_46222_lociStitched	chr3	49382033	49390149	5	1694	14405.0884	645	1
7_HSPC_H3K27Ac_peak_65606_lociStitched	chr8	131326015	131371828	7	3646	14385.282	646	1
5_HSPC_H3K27Ac_peak_28398_lociStitched	chr17	41381573	41412459	5	3956	14380.5216	647	1
4_HSPC_H3K27Ac_peak_66969_lociStitched	chr9	74490774	74514012	4	2098	14372.703	648	1
6_HSPC_H3K27Ac_peak_68607_lociStitched	chr9	132160904	132185425	6	2382	14347.2371	649	1
4_HSPC_H3K27Ac_peak_12390_lociStitched	chr11	69064038	69080769	4	3341	14343.4863	650	1
3_HSPC_H3K27Ac_peak_11793_lociStitched	chr11	61601367	61610233	3	1687	14329.2292	651	1
4_HSPC_H3K27Ac_peak_34147_lociStitched	chr19	48825517	48837120	4	2593	14321.5829	652	1
7_HSPC_H3K27Ac_peak_50303_lociStitched	chr4	55529784	55555112	7	3190	14317.9184	653	1
7_HSPC_H3K27Ac_peak_5854_lociStitched	chr1	204449823	204482794	7	3331	14316.0082	654	1
6_HSPC_H3K27Ac_peak_21969_lociStitched	chr15	45929174	45956842	6	2904	14301.5892	655	1
4_HSPC_H3K27Ac_peak_44173_lociStitched	chr22	38023169	38032556	4	2750	14301.0945	656	1
7_HSPC_H3K27Ac_peak_70211_lociStitched	chrX	64807927	64829850	7	3990	14293.796	657	1
5_HSPC_H3K27Ac_peak_2036_lociStitched	chr1	45187843	45197608	5	2424	14288.148	658	1
5_HSPC_H3K27Ac_peak_11991_lociStitched	chr11	64378557	64402234	5	3080	14265.3925	659	1
5_HSPC_H3K27Ac_peak_57037_lociStitched	chr6	34239889	34263837	5	3021	14237.086	660	1
7_HSPC_H3K27Ac_peak_62617_lociStitched	chr7	139404576	139432934	7	1788	14232.8802	661	1
5_HSPC_H3K27Ac_peak_53204_lociStitched	chr5	70314177	70327920	5	2839	14226.7536	662	1
6_HSPC_H3K27Ac_peak_44892_lociStitched	chr3	4546249	4561843	6	2784	14226.4062	663	1
8_HSPC_H3K27Ac_peak_49604_lociStitched	chr4	6876840	6895439	8	3853	14226.3751	664	1
6_HSPC_H3K27Ac_peak_68761_lociStitched	chr9	134453786	134474682	6	5060	14190.4736	665	1
5_HSPC_H3K27Ac_peak_24517_lociStitched	chr16	16081212	16102015	5	3668	14187.646	666	1
8_HSPC_H3K27Ac_peak_45678_lociStitched	chr3	36949760	36975669	8	4359	14185.1775	667	1
4_HSPC_H3K27Ac_peak_58689_lociStitched	chr6	135600643	135609041	4	3195	14183.3822	668	1
4_HSPC_H3K27Ac_peak_17190_lociStitched	chr12	123507106	123527988	4	2070	14178.878	669	1
6_HSPC_H3K27Ac_peak_19086_lociStitched	chr13	114822276	114832309	6	2915	14174.6224	670	1
8_HSPC_H3K27Ac_peak_53507_lociStitched	chr5	81113210	81148499	8	3988	14172.0624	671	1
9_HSPC_H3K27Ac_peak_14582_lociStitched	chr12	14392262	14427095	9	3756	14163.0978	672	1
4_HSPC_H3K27Ac_peak_28419_lociStitched	chr17	41845115	41851393	4	2537	14156.2622	673	1
3_HSPC_H3K27Ac_peak_60290_lociStitched	chr7	27189944	27201025	3	1780	14132.7074	674	1
8_HSPC_H3K27Ac_peak_59413_lociStitched	chr6	159476036	159507581	8	4259	14125.851	675	1
4_HSPC_H3K27Ac_peak_26804_lociStitched	chr17	4328981	4348688	4	2265	14112.1827	676	1
6_HSPC_H3K27Ac_peak_24201_lociStitched	chr16	4713519	4731122	6	2508	14092.9618	677	1
5_HSPC_H3K27Ac_peak_68181_lociStitched	chr9	124145503	124160684	5	3061	14057.606	678	1
4_HSPC_H3K27Ac_peak_28087_lociStitched	chr17	36852046	36868474	4	2919	14052.5112	679	1
4_HSPC_H3K27Ac_peak_39304_lociStitched	chr2	198146622	198172884	4	1981	14050.17	680	1
5_HSPC_H3K27Ac_peak_17055_lociStitched	chr12	121634177	121662033	5	3802	14047.7808	681	1
6_HSPC_H3K27Ac_peak_53462_lociStitched	chr5	79469291	79487916	6	2691	14017.175	682	1
7_HSPC_H3K27Ac_peak_58306_lociStitched	chr6	111251040	111271002	7	2228	13997.3544	683	1
7_HSPC_H3K27Ac_peak_18775_lociStitched	chr13	95920284	95939138	7	2318	13995.3242	684	1
5_HSPC_H3K27Ac_peak_44767_lociStitched	chr22	50319118	50339890	5	4160	13983.7104	685	1
4_HSPC_H3K27Ac_peak_41769_lociStitched	chr20	47332943	47352457	4	3135	13979.8296	686	1
2_HSPC_H3K27Ac_peak_55170_lociStitched	chr5	171537103	171542593	2	1703	13975.893	687	1
7_HSPC_H3K27Ac_peak_28940_lociStitched	chr17	55938029	55952855	7	3758	13960.1616	688	1
6_HSPC_H3K27Ac_peak_59680_lociStitched	chr7	1914594	1938599	6	3105	13958.9075	689	1
7_HSPC_H3K27Ac_peak_3340_lociStitched	chr1	109370596	109405233	7	2926	13958.711	690	1
7_HSPC_H3K27Ac_peak_60847_lociStitched	chr7	47535517	47553878	7	3053	13932.3268	691	1
8_HSPC_H3K27Ac_peak_11532_lociStitched	chr11	48029063	48054227	8	3332	13923.2412	692	1
5_HSPC_H3K27Ac_peak_25660_lociStitched	chr16	66550179	66559234	5	2321	13921.157	693	1
5_HSPC_H3K27Ac_peak_28530_lociStitched	chr17	43538920	43577925	5	3071	13913.0835	694	1
8_HSPC_H3K27Ac_peak_10904_lociStitched	chr11	12236807	12262424	8	3362	13912.5927	695	1
6_HSPC_H3K27Ac_peak_33736_lociStitched	chr19	42051922	42071427	6	2616	13910.966	696	1
3_HSPC_H3K27Ac_peak_32999_lociStitched	chr19	18526536	18540730	3	2462	13891.6678	697	1
5_HSPC_H3K27Ac_peak_11674_lociStitched	chr11	59304229	59333862	5	4158	13888.9871	698	1
4_HSPC_H3K27Ac_peak_33636_lociStitched	chr19	40922919	40940354	4	3692	13885.234	699	1
5_HSPC_H3K27Ac_peak_24864_lociStitched	chr16	27247033	27255767	5	2800	13873.959	700	1
3_HSPC_H3K27Ac_peak_42774_lociStitched	chr21	38617051	38631227	3	3093	13831.5232	701	1
8_HSPC_H3K27Ac_peak_63898_lociStitched	chr8	38662143	38704970	8	3403	13815.9902	702	1
5_HSPC_H3K27Ac_peak_51490_lociStitched	chr4	140963620	140979202	5	2219	13810.3266	703	1
6_HSPC_H3K27Ac_peak_22425_lociStitched	chr15	64179709	64198852	6	2523	13798.2744	704	1
5_HSPC_H3K27Ac_peak_31987_lociStitched	chr19	4075223	4090617	5	4048	13793.024	705	1
4_HSPC_H3K27Ac_peak_33489_lociStitched	chr19	38509832	38525151	4	2104	13779.4405	706	1
3_HSPC_H3K27Ac_peak_55317_lociStitched	chr5	176723014	176735073	3	2448	13772.5839	707	1
6_HSPC_H3K27Ac_peak_24887_lociStitched	chr16	27378317	27396374	6	3290	13764.8511	708	1
3_HSPC_H3K27Ac_peak_29517_lociStitched	chr17	72439126	72459650	3	2330	13759.2896	709	1
6_HSPC_H3K27Ac_peak_57542_lociStitched	chr6	45403222	45414147	6	2923	13757.8525	710	1
9_HSPC_H3K27Ac_peak_44012_lociStitched	chr22	33264853	33317093	9	3669	13754.792	711	1
8_HSPC_H3K27Ac_peak_40217_lociStitched	chr2	238831835	238865208	8	3346	13679.5927	712	1
8_HSPC_H3K27Ac_peak_40273_lociStitched	chr2	240173873	240207276	8	3205	13671.8479	713	1
3_HSPC_H3K27Ac_peak_28513_lociStitched	chr17	43302208	43306354	3	2018	13632.048	714	1
6_HSPC_H3K27Ac_peak_13729_lociStitched	chr11	126335504	126350728	6	2627	13623.9576	715	1
5_HSPC_H3K27Ac_peak_58783_lociStitched	chr6	137544562	137570521	5	2436	13612.8996	716	1
5_HSPC_H3K27Ac_peak_66052_lociStitched	chr9	748821	757436	5	3047	13588.4395	717	1
7_HSPC_H3K27Ac_peak_24521_lociStitched	chr16	16114537	16133775	7	2960	13568.5614	718	1
3_HSPC_H3K27Ac_peak_21853_lociStitched	chr15	42782675	42803969	3	2858	13555.7604	719	1
5_HSPC_H3K27Ac_peak_36537_lociStitched	chr2	66653814	66674133	5	2720	13550.7411	720	1
6_HSPC_H3K27Ac_peak_66264_lociStitched	chr9	19153592	19169535	6	2513	13534.0127	721	1
10_HSPC_H3K27Ac_peak_16169_lociStitched	chr12	89602354	89645819	10	4484	13517.615	722	1
6_HSPC_H3K27Ac_peak_30689_lociStitched	chr18	18512784	18520444	6	2605	13503.048	723	1
6_HSPC_H3K27Ac_peak_35042_lociStitched	chr2	10410885	10438560	6	3149	13491.5625	724	1
6_HSPC_H3K27Ac_peak_13325_lociStitched	chr11	116711706	116725289	6	2126	13487.919	725	1
6_HSPC_H3K27Ac_peak_21544_lociStitched	chr15	31719891	31741618	6	3374	13475.0854	726	1
7_HSPC_H3K27Ac_peak_63656_lociStitched	chr8	27185471	27198761	7	2412	13466.757	727	1
4_HSPC_H3K27Ac_peak_67004_lociStitched	chr9	75747107	75769753	4	2688	13453.9886	728	1
6_HSPC_H3K27Ac_peak_2056_lociStitched	chr1	45279585	45296679	6	3190	13432.4652	729	1
6_HSPC_H3K27Ac_peak_41981_lociStitched	chr20	52353652	52371120	6	2955	13410.1836	730	1
4_HSPC_H3K27Ac_peak_30156_lociStitched	chr17	80548706	80562124	4	3003	13397.873	731	1
6_HSPC_H3K27Ac_peak_13341_lociStitched	chr11	116832774	116857602	6	2026	13394.706	732	1
8_HSPC_H3K27Ac_peak_5290_lociStitched	chr1	182139625	182183014	8	3296	13385.5065	733	1
7_HSPC_H3K27Ac_peak_40175_lociStitched	chr2	237436177	237461843	7	2878	13382.2524	734	1
6_HSPC_H3K27Ac_peak_16612_lociStitched	chr12	108699839	108728387	6	2407	13380.4476	735	1
5_HSPC_H3K27Ac_peak_3458_lociStitched	chr1	112013081	112032872	5	3187	13378.716	736	1
10_HSPC_H3K27Ac_peak_52822_lociStitched	chr5	53886241	53921554	10	3048	13369.5018	737	1
7_HSPC_H3K27Ac_peak_27571_lociStitched	chr17	25857850	25873095	7	2923	13353.0955	738	1
7_HSPC_H3K27Ac_peak_42035_lociStitched	chr20	54993456	55028960	7	2414	13342.4032	739	1
8_HSPC_H3K27Ac_peak_43101_lociStitched	chr21	45613994	45628519	8	4032	13333.95	740	1
5_HSPC_H3K27Ac_peak_52167_lociStitched	chr5	415035	431050	5	2904	13332.4875	741	1
4_HSPC_H3K27Ac_peak_26578_lociStitched	chr17	262493	269317	4	2477	13318.4008	742	1
6_HSPC_H3K27Ac_peak_14291_lociStitched	chr12	8101480	8124824	6	3661	13282.736	743	1
7_HSPC_H3K27Ac_peak_35491_lociStitched	chr2	28806768	28827195	7	3193	13275.5073	744	1
3_HSPC_H3K27Ac_peak_57404_lociStitched	chr6	42742715	42758812	3	2573	13273.5862	745	1
5_HSPC_H3K27Ac_peak_141_lociStitched	chr1	2165416	2188114	5	2868	13232.934	746	1
4_HSPC_H3K27Ac_peak_9820_lociStitched	chr10	106005778	106020480	4	3533	13222.9788	747	1
7_HSPC_H3K27Ac_peak_48930_lociStitched	chr3	185462738	185491895	7	2686	13187.7111	748	1
3_HSPC_H3K27Ac_peak_11483_lociStitched	chr11	47370697	47382258	3	2605	13176.0717	749	1
6_HSPC_H3K27Ac_peak_3810_lociStitched	chr1	144982772	145015128	6	3276	13143.0072	750	1
7_HSPC_H3K27Ac_peak_36274_lociStitched	chr2	60583439	60613349	7	2813	13133.481	751	1
7_HSPC_H3K27Ac_peak_46499_lociStitched	chr3	56816734	56833459	7	2926	13115.745	752	1
6_HSPC_H3K27Ac_peak_20292_lociStitched	chr14	71438858	71471333	6	3189	13113.405	753	1
5_HSPC_H3K27Ac_peak_10559_lociStitched	chr11	2822335	2848704	5	3754	13110.6668	754	1
7_HSPC_H3K27Ac_peak_14090_lociStitched	chr12	4242812	4274717	7	4674	13097.0025	755	1
5_HSPC_H3K27Ac_peak_69902_lociStitched	chrX	45613585	45627870	5	1590	13082.203	756	1
6_HSPC_H3K27Ac_peak_33786_lociStitched	chr19	42703579	42712846	6	2589	13067.3967	757	1
6_HSPC_H3K27Ac_peak_35840_lociStitched	chr2	43085489	43107316	6	2075	13063.4595	758	1
5_HSPC_H3K27Ac_peak_19742_lociStitched	chr14	51384275	51404723	5	2508	13047.8688	759	1
8_HSPC_H3K27Ac_peak_26227_lociStitched	chr16	84746848	84785354	8	2838	13045.8328	760	1
